loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,sub_class,work_type,employer_type,industry,work_year,house_exist,house_loan_status,censor_status,marriage,offsprings,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,pub_dero_bankrup,early_return,early_return_amount,early_return_amount_3mon,recircle_b,recircle_u,initial_list_status,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,f5,is_default
598283,907,15500.0,3,15.61,541.96,C,C5,工程师,普通企业,金融业,7 years,0,1,0,1,4,2014-04-01,4,32.0,21,22.97,0.0,700.0,704.0,0.0,0,0,0.0,42528.0,65.7,1,Sep-2000,4.0,1.0,5.0,0.0,7.0,23.0,15.0,0.0,1
109506,908,9600.0,3,9.88,309.22,B,B1,职员,政府机构,信息传输、软件和信息技术服务业,1 year,1,0,0,0,0,2010-03-01,1,435.0,36,2.15,1.0,730.0,734.0,0.0,0,0,0.0,2003.0,8.9,1,Jun-2003,44.0,1.0,,,,,,,0
526115,909,12000.0,3,7.69,374.33,A,A4,其他,普通企业,交通运输、仓储和邮政业,10+ years,0,2,1,0,0,2014-10-01,0,47.0,17,11.45,0.0,665.0,669.0,1.0,0,0,0.0,12828.0,66.1,0,May-1977,0.0,1.0,6.0,0.0,4.0,13.0,5.0,3.0,0
689359,910,35000.0,3,13.67,1190.62,C,C4,公务员,政府机构,房地产业,10+ years,0,1,1,0,0,2015-12-01,0,186.0,9,10.17,0.0,690.0,694.0,0.0,0,0,0.0,35655.0,68.2,0,Feb-1995,0.0,1.0,6.0,0.0,5.0,13.0,4.0,0.0,0
276703,911,12000.0,3,13.33,406.24,C,C3,职员,政府机构,交通运输、仓储和邮政业,7 years,1,1,1,0,0,2015-03-01,0,141.0,13,13.08,0.0,675.0,679.0,0.0,17,2380,1098.6054944272075,17631.0,63.2,0,Feb-2006,0.0,1.0,10.0,0.0,3.0,13.0,5.0,0.0,0
386701,912,6500.0,3,10.99,212.78,B,B3,职员,高等教育机构,文化和体育业,3 years,1,0,0,1,1,2014-06-01,0,492.0,36,22.33,1.0,665.0,669.0,0.0,0,0,0.0,7950.0,53.7,0,Jan-2000,0.0,1.0,5.0,0.0,4.0,18.0,8.0,0.0,0
189862,913,8000.0,3,13.66,272.11,C,C3,工人,上市企业,采矿业,3 years,1,1,1,0,0,2015-01-01,0,191.0,5,16.57,0.0,700.0,704.0,0.0,0,0,0.0,4833.0,42.0,1,Aug-2008,0.0,1.0,3.0,0.0,18.0,4.0,2.0,0.0,0
645000,914,8000.0,3,7.49,248.82,A,A4,其他,普通企业,金融业,2 years,0,0,0,0,0,2016-01-01,4,253.0,21,31.16,0.0,705.0,709.0,0.0,0,0,0.0,10902.0,26.7,0,May-2012,4.0,1.0,7.0,0.0,4.0,11.0,8.0,0.0,1
264522,915,10000.0,5,15.59,241.01,C,C5,职员,政府机构,公共服务、社会组织,< 1 year,0,0,1,0,0,2016-07-01,0,4.0,3,13.05,0.0,710.0,714.0,0.0,0,0,0.0,9394.0,35.3,0,Apr-1999,0.0,1.0,6.0,0.0,25.0,16.0,9.0,0.0,0
396569,916,25000.0,5,18.25,638.25,D,D3,职员,普通企业,电力、热力生产供应业,10+ years,0,0,2,1,2,2014-05-01,4,134.0,8,10.13,0.0,675.0,679.0,0.0,0,0,0.0,25790.0,93.4,0,Jan-1994,4.0,1.0,3.0,0.0,2.0,7.0,3.0,3.0,0
650066,917,7500.0,3,8.67,237.35,B,B1,其他,幼教与中小学校,农、林、牧、渔业,10+ years,1,0,1,0,0,2014-12-01,0,38.0,21,11.65,0.0,720.0,724.0,0.0,0,0,0.0,7487.0,50.6,1,Sep-1999,0.0,1.0,6.0,0.0,7.0,15.0,7.0,0.0,0
223788,918,25000.0,3,5.32,752.87,A,A1,工人,高等教育机构,农、林、牧、渔业,10+ years,0,0,1,0,0,2015-11-01,4,196.0,14,13.13,0.0,700.0,704.0,0.0,0,0,0.0,20926.0,31.1,0,Aug-1993,4.0,1.0,3.0,0.0,3.0,10.0,10.0,0.0,0
163501,919,4200.0,3,11.49,138.48,B,B5,其他,普通企业,文化和体育业,8 years,1,2,2,0,0,2016-07-01,9,4.0,3,15.21,0.0,695.0,699.0,0.0,4,572,246.47958477918613,6391.0,49.9,1,May-2002,10.0,1.0,4.0,0.0,33.0,5.0,1.0,0.0,0
487239,920,21000.0,3,24.85,833.3,E,E3,工人,幼教与中小学校,电力、热力生产供应业,1 year,0,0,1,1,3,2017-09-01,0,324.0,10,18.74,0.0,670.0,674.0,0.0,0,0,0.0,31624.0,96.7,1,Sep-2003,0.0,1.0,12.0,0.0,7.0,22.0,10.0,0.0,1
297899,921,14000.0,5,14.08,326.34,C,C3,公务员,普通企业,金融业,7 years,0,0,0,0,0,2017-07-01,2,246.0,36,10.94,0.0,685.0,689.0,0.0,0,0,0.0,22928.0,78.8,0,Dec-1995,5.0,1.0,3.0,0.0,7.0,11.0,8.0,1.0,0
56878,922,35000.0,5,14.99,832.47,C,C5,职员,普通企业,金融业,8 years,0,0,2,0,0,2014-11-01,0,324.0,10,10.09,0.0,685.0,689.0,0.0,0,0,0.0,16737.0,95.6,0,Dec-2000,0.0,1.0,4.0,0.0,22.0,18.0,7.0,2.0,0
66294,923,1450.0,3,12.12,48.25,B,B3,职员,普通企业,文化和体育业,10+ years,0,0,0,0,0,2012-12-01,2,437.0,15,28.47,0.0,675.0,679.0,0.0,0,0,0.0,25128.0,82.1,1,Oct-1996,949.0,1.0,10.0,0.0,3.0,18.0,13.0,0.0,1
518926,924,11500.0,3,15.61,402.1,C,C3,工程师,政府机构,电力、热力生产供应业,3 years,0,0,1,0,0,2013-10-01,0,430.0,7,29.51,0.0,670.0,674.0,0.0,0,0,0.0,3053.0,92.5,1,Oct-2003,22868.0,1.0,4.0,0.0,22.0,11.0,9.0,0.0,0
30044,925,17000.0,5,13.44,390.65,C,C3,工人,上市企业,信息传输、软件和信息技术服务业,10+ years,1,0,0,1,1,2016-01-01,5,304.0,8,13.95,2.0,695.0,699.0,0.0,0,0,0.0,2492.0,27.7,0,Feb-2009,6.0,1.0,4.0,0.0,4.0,6.0,3.0,0.0,0
263011,926,15000.0,3,11.67,495.86,B,B4,公务员,幼教与中小学校,电力、热力生产供应业,3 years,1,0,0,1,4,2014-05-01,0,126.0,38,18.31,1.0,675.0,679.0,0.0,0,0,0.0,16254.0,67.2,1,Jul-1997,0.0,1.0,15.0,0.0,7.0,19.0,10.0,1.0,0
202263,927,6800.0,3,6.08,207.12,A,A2,工人,普通企业,住宿和餐饮业,10+ years,0,1,1,1,5,2018-02-01,0,404.0,22,12.93,0.0,810.0,814.0,0.0,0,0,0.0,34622.0,44.2,0,Jul-1997,0.0,1.0,4.0,0.0,4.0,13.0,7.0,0.0,0
576671,928,15000.0,3,8.19,471.37,A,A5,工人,政府机构,文化和体育业,10+ years,0,0,1,1,0,2015-01-01,0,182.0,8,20.87,0.0,720.0,724.0,1.0,0,0,0.0,7679.0,31.6,0,Feb-1984,0.0,1.0,6.0,0.0,6.0,9.0,3.0,0.0,0
274878,929,8900.0,3,15.41,310.32,D,D1,职员,普通企业,农、林、牧、渔业,< 1 year,1,0,1,1,3,2015-11-01,0,707.0,11,37.04,0.0,695.0,699.0,0.0,0,0,0.0,5439.0,78.8,1,Jul-2007,0.0,1.0,5.0,0.0,7.0,5.0,1.0,0.0,0
754408,930,21000.0,5,25.78,626.02,F,F5,其他,普通企业,文化和体育业,9 years,1,0,2,0,0,2015-05-01,5,301.0,21,12.3,0.0,675.0,679.0,1.0,0,0,0.0,2441.0,12.7,0,Apr-2003,6.0,1.0,5.0,0.0,12.0,25.0,12.0,0.0,1
206011,931,8950.0,3,17.57,321.64,D,D2,其他,普通企业,农、林、牧、渔业,5 years,1,2,2,1,2,2014-04-01,0,216.0,8,21.87,0.0,665.0,669.0,1.0,0,0,0.0,1901.0,50.0,0,Dec-2005,0.0,1.0,4.0,,10.0,8.0,4.0,0.0,0
366709,932,10625.0,3,14.33,364.85,C,C5,公务员,上市企业,批发和零售业,8 years,1,1,1,0,0,2015-11-01,2,555.0,37,29.48,1.0,700.0,704.0,0.0,0,0,0.0,5791.0,12.1,0,Oct-2004,5.0,1.0,8.0,0.0,4.0,25.0,8.0,0.0,0
438556,933,15000.0,3,11.49,494.57,B,B5,其他,普通企业,采矿业,< 1 year,0,1,2,1,0,2016-10-01,4,512.0,21,23.52,0.0,675.0,679.0,0.0,0,0,0.0,71518.0,88.1,0,Apr-2000,4.0,1.0,5.0,0.0,9.0,12.0,8.0,2.0,0
77187,934,7000.0,3,7.21,216.82,A,A3,其他,上市企业,电力、热力生产供应业,6 years,0,0,0,0,0,2017-05-01,0,601.0,44,22.34,1.0,735.0,739.0,0.0,0,0,0.0,3543.0,16.1,1,May-1993,0.0,1.0,4.0,0.0,11.0,17.0,5.0,0.0,0
201956,935,32400.0,3,9.99,1045.31,B,B3,工程师,普通企业,金融业,2 years,0,0,2,0,0,2015-09-01,0,19.0,14,19.8,0.0,670.0,674.0,0.0,0,0,0.0,16968.0,90.7,0,Dec-2006,0.0,1.0,7.0,0.0,20.0,9.0,7.0,0.0,0
385776,936,12000.0,3,11.39,395.09,B,B3,公务员,政府机构,公共服务、社会组织,10+ years,0,0,1,0,0,2017-04-01,0,186.0,9,18.84,0.0,660.0,664.0,0.0,0,0,0.0,81200.0,91.0,0,Nov-1995,0.0,1.0,6.0,,1.0,13.0,6.0,0.0,0
269252,937,31500.0,5,19.52,826.17,D,D4,其他,普通企业,房地产业,6 years,0,0,2,1,0,2013-08-01,2,404.0,22,22.85,0.0,700.0,704.0,0.0,0,0,0.0,8396.0,64.6,1,Mar-2004,5.0,1.0,4.0,0.0,20.0,8.0,4.0,0.0,1
366987,938,5000.0,3,12.49,167.25,B,B5,工人,上市企业,信息传输、软件和信息技术服务业,< 1 year,1,0,0,0,0,2014-10-01,0,191.0,5,15.09,0.0,685.0,689.0,0.0,0,0,0.0,4994.0,77.0,0,Aug-2006,0.0,1.0,3.0,,1.0,4.0,2.0,0.0,0
443931,939,35000.0,3,19.47,1291.3,D,D5,工人,普通企业,住宿和餐饮业,10+ years,1,0,2,0,0,2014-02-01,0,222.0,12,7.55,1.0,665.0,669.0,0.0,0,0,0.0,11785.0,73.7,1,Sep-1996,0.0,1.0,9.0,0.0,17.0,17.0,11.0,3.0,1
129055,940,16000.0,3,12.99,539.03,B,B5,职员,高等教育机构,信息传输、软件和信息技术服务业,5 years,1,1,0,0,0,2014-02-01,0,441.0,9,25.25,0.0,660.0,664.0,0.0,0,0,0.0,12455.0,48.1,1,Jul-1999,0.0,1.0,7.0,0.0,31.0,17.0,6.0,1.0,1
641126,941,15000.0,3,12.49,501.74,B,B4,公务员,普通企业,住宿和餐饮业,10+ years,0,2,1,0,0,2014-03-01,4,390.0,13,5.37,0.0,665.0,669.0,0.0,0,0,0.0,20254.0,38.1,0,Oct-1994,4.0,1.0,7.0,0.0,5.0,12.0,6.0,2.0,0
686873,942,30000.0,3,6.89,924.81,A,A3,其他,普通企业,电力、热力生产供应业,10+ years,0,0,1,1,5,2015-10-01,0,134.0,8,7.92,0.0,805.0,809.0,0.0,0,0,0.0,12781.0,22.6,0,Oct-1993,0.0,1.0,4.0,0.0,1.0,5.0,5.0,0.0,0
461050,943,12000.0,3,7.89,375.43,A,A5,职员,普通企业,住宿和餐饮业,,0,1,0,0,0,2015-10-01,4,139.0,8,12.84,3.0,705.0,709.0,0.0,5,240,91.9057242279663,14888.0,26.2,0,May-1997,4.0,1.0,4.0,0.0,3.0,26.0,14.0,2.0,0
302431,944,28000.0,3,17.99,1012.13,D,D2,其他,普通企业,公共服务、社会组织,10+ years,0,0,1,0,0,2017-04-01,0,172.0,13,31.02,0.0,670.0,674.0,0.0,0,0,0.0,31004.0,90.7,0,Feb-2002,0.0,1.0,18.0,0.0,9.0,26.0,18.0,2.0,0
390581,945,10000.0,5,15.59,241.01,C,C5,工人,普通企业,国际组织,10+ years,1,0,1,0,0,2016-10-01,0,115.0,8,10.08,0.0,670.0,674.0,0.0,0,0,0.0,6565.0,73.8,0,May-2002,0.0,1.0,3.0,0.0,3.0,5.0,3.0,0.0,1
659480,946,8000.0,3,15.59,279.64,C,C5,其他,政府机构,建筑业,,0,1,2,0,0,2016-08-01,0,265.0,7,11.28,0.0,660.0,664.0,1.0,0,0,0.0,8165.0,61.9,1,Apr-1969,0.0,1.0,6.0,0.0,5.0,20.0,12.0,0.0,0
491925,947,25000.0,3,15.22,869.33,C,C3,其他,普通企业,住宿和餐饮业,6 years,2,2,1,0,0,2013-09-01,2,51.0,13,9.05,0.0,720.0,724.0,0.0,0,0,0.0,4886.0,34.2,1,Mar-2002,5.0,1.0,3.0,0.0,5.0,10.0,8.0,0.0,1
681441,948,9000.0,3,7.49,279.92,A,A4,工人,上市企业,公共服务、社会组织,6 years,2,0,0,0,0,2011-08-01,0,190.0,17,19.74,0.0,725.0,729.0,0.0,0,0,0.0,5332.0,18.0,1,Apr-2006,1417.0,1.0,,,,,,,0
537836,949,5500.0,3,18.45,200.09,D,D2,公务员,政府机构,文化和体育业,,0,0,0,0,0,2018-05-01,0,36.0,13,33.53,1.0,680.0,684.0,0.0,0,0,0.0,7606.0,26.2,1,May-2004,0.0,1.0,9.0,0.0,5.0,27.0,6.0,0.0,0
63422,950,10000.0,3,5.32,301.15,A,A1,工程师,政府机构,公共服务、社会组织,10+ years,0,1,0,1,0,2015-05-01,0,493.0,42,12.49,0.0,830.0,834.0,0.0,0,0,0.0,5163.0,5.6,0,Jan-1983,0.0,1.0,8.0,0.0,2.0,31.0,14.0,0.0,0
167986,951,30000.0,3,11.49,989.14,B,B5,职员,政府机构,电力、热力生产供应业,1 year,0,0,2,0,0,2015-11-01,4,225.0,18,15.92,0.0,685.0,689.0,0.0,0,0,0.0,20591.0,88.4,1,May-2004,4.0,1.0,6.0,0.0,11.0,8.0,5.0,0.0,0
794054,952,13200.0,5,14.65,311.61,C,C5,其他,政府机构,住宿和餐饮业,3 years,1,1,0,0,0,2015-07-01,4,38.0,21,29.74,0.0,690.0,694.0,0.0,0,0,0.0,14007.0,38.6,0,May-1993,4.0,1.0,5.0,0.0,6.0,11.0,4.0,0.0,0
42360,953,9000.0,3,12.29,300.18,C,C1,职员,上市企业,公共服务、社会组织,10+ years,2,0,1,0,0,2015-03-01,4,411.0,11,12.57,0.0,665.0,669.0,1.0,6,756,393.48376049399116,5823.0,48.5,1,Jan-2003,4.0,1.0,4.0,0.0,10.0,14.0,10.0,0.0,0
168579,954,25000.0,3,7.26,774.91,A,A4,职员,高等教育机构,电力、热力生产供应业,< 1 year,0,0,1,0,0,2015-10-01,4,468.0,0,14.23,0.0,680.0,684.0,0.0,0,0,0.0,241282.0,74.7,0,Jul-2000,4.0,1.0,8.0,0.0,8.0,19.0,8.0,0.0,0
323424,955,3600.0,3,9.17,114.77,B,B2,其他,幼教与中小学校,国际组织,8 years,1,2,1,1,3,2015-08-01,0,13.0,10,14.46,0.0,685.0,689.0,0.0,0,0,0.0,9562.0,84.6,0,Aug-2001,0.0,1.0,3.0,0.0,15.0,8.0,6.0,1.0,0
280937,956,4000.0,3,13.99,136.7,C,C1,其他,普通企业,金融业,10+ years,1,0,0,1,1,2012-04-01,4,614.0,3,15.6,3.0,660.0,664.0,0.0,0,0,0.0,7237.0,64.0,1,Feb-2006,58866.0,1.0,,,,,,,0
272685,957,10000.0,3,13.35,338.63,C,C2,职员,政府机构,金融业,10+ years,2,0,0,0,0,2014-08-01,4,412.0,13,21.77,0.0,660.0,664.0,0.0,0,0,0.0,25132.0,61.6,0,Aug-1979,4.0,1.0,7.0,0.0,2.0,21.0,13.0,0.0,1
744884,958,23000.0,3,8.9,730.33,A,A5,职员,政府机构,批发和零售业,2 years,1,0,1,0,0,2014-04-01,4,27.0,12,21.89,0.0,680.0,684.0,0.0,0,0,0.0,26999.0,73.2,0,Aug-2004,4.0,1.0,4.0,0.0,11.0,7.0,4.0,0.0,0
456011,959,7000.0,3,13.99,239.21,C,C3,工程师,幼教与中小学校,住宿和餐饮业,9 years,1,0,2,0,0,2016-07-01,0,91.0,7,6.37,0.0,665.0,669.0,1.0,0,0,0.0,11763.0,43.4,1,Apr-2006,0.0,1.0,5.0,0.0,2.0,18.0,8.0,0.0,0
179560,960,8500.0,3,9.67,272.96,B,B1,公务员,普通企业,文化和体育业,2 years,1,1,1,0,0,2014-05-01,4,80.0,21,13.69,0.0,685.0,689.0,0.0,3,105,58.960485258554705,6509.0,30.7,0,May-1995,4.0,1.0,8.0,0.0,2.0,10.0,6.0,0.0,0
27758,961,12000.0,5,9.76,253.55,B,B3,其他,普通企业,国际组织,1 year,1,0,0,1,3,2015-12-01,0,31.0,2,11.81,0.0,725.0,729.0,0.0,0,0,0.0,9515.0,21.1,0,Sep-2005,0.0,1.0,5.0,0.0,10.0,10.0,8.0,0.0,0
80437,962,22000.0,5,9.44,461.4,B,B1,公务员,政府机构,制造业,1 year,0,1,1,1,1,2017-09-01,9,355.0,18,15.67,0.0,740.0,744.0,0.0,0,0,0.0,49516.0,41.3,0,Aug-1991,10.0,1.0,8.0,0.0,10.0,17.0,9.0,0.0,0
477582,963,13925.0,3,13.65,473.56,C,C1,其他,普通企业,建筑业,10+ years,1,1,0,1,0,2014-04-01,0,134.0,8,9.86,0.0,675.0,679.0,0.0,0,0,0.0,6551.0,53.3,1,Apr-1985,0.0,1.0,9.0,0.0,6.0,18.0,12.0,0.0,0
477456,964,2100.0,3,16.99,74.87,D,D3,公务员,政府机构,信息传输、软件和信息技术服务业,10+ years,0,0,1,1,5,2015-07-01,0,91.0,7,5.85,0.0,680.0,684.0,0.0,0,0,0.0,6863.0,72.2,1,Dec-1993,0.0,1.0,4.0,0.0,1.0,6.0,4.0,2.0,0
7135,965,21000.0,3,7.89,657.0,A,A5,公务员,普通企业,文化和体育业,8 years,0,1,2,1,5,2016-03-01,4,132.0,12,26.42,1.0,685.0,689.0,0.0,0,0,0.0,16814.0,79.3,0,Apr-1993,4.0,1.0,2.0,0.0,2.0,6.0,4.0,0.0,0
664667,966,2000.0,3,11.48,65.94,B,B5,职员,上市企业,电力、热力生产供应业,5 years,1,1,1,0,0,2016-01-01,0,264.0,30,19.83,0.0,660.0,664.0,1.0,0,0,0.0,14163.0,65.0,0,Mar-2010,0.0,1.0,10.0,0.0,1.0,13.0,5.0,0.0,0
86733,967,8000.0,3,11.67,264.46,B,B4,职员,政府机构,金融业,,1,1,2,0,0,2014-06-01,0,116.0,14,23.07,1.0,670.0,674.0,0.0,0,0,0.0,4674.0,44.1,1,Jan-2001,0.0,1.0,3.0,0.0,3.0,8.0,3.0,1.0,0
133100,968,20000.0,5,20.2,532.11,E,E3,其他,普通企业,建筑业,10+ years,1,0,1,0,0,2014-05-01,0,703.0,8,26.86,0.0,685.0,689.0,0.0,0,0,0.0,18851.0,60.2,1,Jun-1997,0.0,1.0,11.0,0.0,4.0,20.0,10.0,1.0,1
290012,969,20000.0,5,18.64,514.86,E,E1,其他,普通企业,住宿和餐饮业,4 years,0,0,2,0,0,2011-12-01,5,235.0,8,9.91,0.0,680.0,684.0,0.0,12,564,168.05879508187041,6856.0,87.2,1,Oct-2006,6.0,1.0,,,,,,,0
423847,970,27850.0,3,13.33,942.81,C,C3,其他,普通企业,建筑业,3 years,0,0,1,0,0,2015-08-01,4,63.0,14,24.0,0.0,660.0,664.0,0.0,0,0,0.0,32859.0,60.7,0,Nov-2002,4.0,1.0,16.0,0.0,7.0,36.0,15.0,0.0,0
255444,971,24000.0,3,12.59,803.93,C,C2,工程师,上市企业,公共服务、社会组织,10+ years,1,0,1,1,4,2015-12-01,0,135.0,33,24.77,1.0,720.0,724.0,0.0,0,0,0.0,14603.0,35.3,0,Dec-1998,0.0,1.0,6.0,0.0,11.0,16.0,8.0,0.0,0
107807,972,20000.0,3,11.55,660.0,B,B3,工人,政府机构,文化和体育业,4 years,0,0,2,1,3,2013-08-01,0,129.0,30,17.62,0.0,685.0,689.0,0.0,0,0,0.0,9783.0,48.2,1,Sep-2003,191.0,1.0,8.0,0.0,8.0,12.0,8.0,1.0,0
488225,973,8875.0,3,10.16,287.04,B,B1,工人,普通企业,公共服务、社会组织,3 years,1,0,0,1,3,2013-05-01,4,19.0,14,8.71,0.0,685.0,689.0,0.0,0,0,0.0,9493.0,49.7,1,Apr-2008,148.0,1.0,2.0,0.0,0.0,19.0,6.0,0.0,0
612016,974,35825.0,3,11.98,1189.57,B,B5,职员,上市企业,电力、热力生产供应业,10+ years,0,1,2,0,0,2018-05-01,0,104.0,23,25.46,0.0,705.0,709.0,0.0,20,2600,658.975990497905,64805.0,49.4,0,Jun-1997,0.0,1.0,5.0,0.0,25.0,17.0,10.0,0.0,0
164980,975,13250.0,5,16.49,325.68,D,D3,职员,政府机构,金融业,4 years,0,0,0,0,0,2014-11-01,8,275.0,8,0.06,0.0,710.0,714.0,1.0,0,0,0.0,2.0,0.0,0,Jan-2010,9.0,1.0,2.0,0.0,3.0,6.0,6.0,0.0,0
9628,976,4200.0,3,14.08,143.71,C,C3,其他,普通企业,公共服务、社会组织,1 year,1,0,2,0,0,2017-06-01,4,52.0,19,32.92,0.0,725.0,729.0,0.0,0,0,0.0,5832.0,19.5,0,Jan-2013,4.0,1.0,8.0,0.0,4.0,13.0,6.0,0.0,1
215952,977,29700.0,5,17.1,739.72,C,C5,公务员,政府机构,住宿和餐饮业,8 years,0,2,2,1,5,2013-10-01,4,52.0,19,20.6,0.0,680.0,684.0,0.0,0,0,0.0,29981.0,42.8,0,Apr-1992,906.0,1.0,10.0,0.0,2.0,12.0,9.0,0.0,0
561405,978,7500.0,3,12.74,251.77,C,C1,其他,普通企业,制造业,1 year,1,1,1,0,0,2016-12-01,4,103.0,36,8.06,0.0,665.0,669.0,1.0,0,0,0.0,9940.0,29.8,0,Sep-2001,4.0,1.0,5.0,0.0,2.0,23.0,15.0,1.0,0
77175,979,16000.0,3,7.69,499.1,A,A4,工人,普通企业,电力、热力生产供应业,1 year,0,0,1,1,2,2014-05-01,0,158.0,9,17.06,0.0,685.0,689.0,0.0,0,0,0.0,29757.0,77.1,0,Nov-2005,0.0,1.0,6.0,0.0,7.0,15.0,7.0,0.0,0
165326,980,30000.0,5,7.46,600.57,A,A4,工人,普通企业,住宿和餐饮业,6 years,2,1,1,1,3,2018-05-01,0,498.0,32,26.36,0.0,760.0,764.0,0.0,0,0,0.0,31902.0,25.8,0,Jan-2002,0.0,1.0,3.0,0.0,8.0,13.0,7.0,0.0,0
632392,981,6600.0,3,15.59,230.71,C,C5,其他,政府机构,金融业,9 years,2,1,1,0,0,2016-09-01,0,79.0,2,13.58,0.0,670.0,674.0,2.0,0,0,0.0,8820.0,55.1,0,Oct-2003,0.0,1.0,4.0,0.0,3.0,14.0,5.0,0.0,0
164915,982,7000.0,3,24.49,276.44,E,E3,其他,普通企业,公共服务、社会组织,1 year,2,0,2,0,0,2016-07-01,4,519.0,9,32.03,0.0,665.0,669.0,1.0,0,0,0.0,6865.0,35.4,1,Oct-2001,4.0,1.0,15.0,0.0,4.0,32.0,6.0,6.0,1
449236,983,15000.0,5,9.75,316.87,B,B3,职员,普通企业,公共服务、社会组织,10+ years,0,0,2,1,5,2016-04-01,0,40.0,11,20.1,0.0,715.0,719.0,1.0,0,0,0.0,0.0,0.0,1,Nov-1996,0.0,1.0,0.0,0.0,14.0,9.0,6.0,0.0,0
121511,984,5400.0,3,15.8,189.32,C,C3,其他,幼教与中小学校,采矿业,4 years,1,0,2,1,0,2013-03-01,0,362.0,35,7.73,0.0,675.0,679.0,0.0,0,0,0.0,5258.0,39.8,1,Jan-2007,45912.0,1.0,3.0,0.0,2.0,11.0,6.0,0.0,0
743293,985,16000.0,5,17.86,405.08,D,D5,其他,政府机构,公共服务、社会组织,10+ years,1,2,1,2,0,2015-01-01,0,41.0,25,18.48,0.0,665.0,669.0,0.0,0,0,0.0,4892.0,48.4,1,Jul-2007,0.0,1.0,8.0,0.0,5.0,9.0,6.0,0.0,0
444596,986,15500.0,3,12.79,520.69,C,C1,其他,普通企业,信息传输、软件和信息技术服务业,,2,1,2,1,3,2016-07-01,0,191.0,5,31.78,1.0,720.0,724.0,0.0,0,0,0.0,18542.0,50.7,0,Nov-1973,0.0,1.0,2.0,0.0,3.0,11.0,3.0,0.0,0
633435,987,25200.0,5,15.61,607.61,D,D1,公务员,世界五百强,公共服务、社会组织,7 years,1,2,1,0,0,2014-06-01,0,297.0,18,29.64,0.0,710.0,714.0,0.0,0,0,0.0,18712.0,91.7,0,Oct-2007,0.0,1.0,9.0,0.0,17.0,14.0,3.0,0.0,0
666959,988,16500.0,3,7.35,512.12,A,A4,职员,政府机构,交通运输、仓储和邮政业,5 years,1,0,1,1,2,2017-12-01,0,235.0,8,12.72,0.0,725.0,729.0,0.0,2,38,11.198752524968176,5091.0,25.6,0,Aug-1999,0.0,1.0,4.0,0.0,8.0,12.0,3.0,0.0,0
240281,989,12800.0,3,8.99,406.98,B,B1,工程师,高等教育机构,采矿业,< 1 year,0,1,1,0,0,2016-10-01,4,216.0,8,13.86,1.0,720.0,724.0,0.0,16,1360,486.74494729620176,19419.0,30.3,1,Apr-1999,4.0,1.0,7.0,0.0,26.0,21.0,16.0,5.0,0
350243,990,3000.0,3,13.33,101.56,C,C3,职员,政府机构,农、林、牧、渔业,10+ years,0,2,2,1,0,2015-08-01,5,27.0,12,24.77,0.0,690.0,694.0,0.0,0,0,0.0,35494.0,81.0,0,Aug-1998,6.0,1.0,22.0,0.0,0.0,24.0,12.0,0.0,0
459765,991,5400.0,3,11.47,178.0,B,B5,其他,普通企业,国际组织,10+ years,1,1,1,0,0,2016-06-01,4,473.0,8,16.5,0.0,665.0,669.0,0.0,0,0,0.0,5418.0,95.1,0,Nov-1991,4.0,1.0,4.0,0.0,3.0,7.0,3.0,0.0,1
301140,992,17500.0,3,13.59,594.63,C,C2,工程师,上市企业,电力、热力生产供应业,8 years,0,0,1,0,0,2017-08-01,4,19.0,14,13.71,0.0,690.0,694.0,0.0,0,0,0.0,11811.0,96.0,0,Nov-2005,4.0,1.0,4.0,0.0,5.0,4.0,3.0,0.0,0
555539,993,14000.0,3,19.92,519.72,D,D3,工程师,高等教育机构,信息传输、软件和信息技术服务业,10+ years,1,0,1,1,3,2018-12-01,4,108.0,21,16.8,0.0,695.0,699.0,1.0,17,1275,601.7806007809626,9323.0,32.5,0,Aug-2001,4.0,1.0,8.0,0.0,3.0,18.0,7.0,0.0,0
597494,994,7125.0,3,14.65,245.78,C,C5,公务员,上市企业,文化和体育业,3 years,1,0,1,0,0,2015-04-01,4,808.0,4,8.05,1.0,670.0,674.0,5.0,0,0,0.0,3170.0,61.0,1,Aug-1997,4.0,1.0,3.0,0.0,0.0,6.0,5.0,0.0,0
719873,995,15000.0,5,8.39,306.96,B,B1,工人,普通企业,公共服务、社会组织,2 years,0,2,1,0,0,2016-04-01,0,32.0,21,19.35,0.0,720.0,724.0,0.0,0,0,0.0,19998.0,40.0,0,Nov-1989,0.0,1.0,9.0,,3.0,35.0,16.0,1.0,0
798413,996,12000.0,3,9.91,386.7,B,B1,工程师,普通企业,住宿和餐饮业,10+ years,1,0,1,0,0,2012-01-01,0,124.0,13,9.52,0.0,710.0,714.0,0.0,0,0,0.0,16783.0,72.5,1,Nov-2004,61533.0,1.0,,,,,,,0
347182,997,18250.0,3,5.32,549.6,A,A1,职员,普通企业,住宿和餐饮业,5 years,0,2,0,0,0,2017-01-01,0,267.0,27,12.62,0.0,785.0,789.0,0.0,0,0,0.0,7163.0,9.9,0,Apr-1997,0.0,1.0,3.0,0.0,9.0,14.0,8.0,0.0,0
