loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon,isDefault
1030194,230194,24545.45455,3,13.67,1020.53,C,上市企业,交通运输、仓储和邮政业,3 years,2,2,2016/4/1,0,324,10,29.98909091,0,758.1818182,821.3636364,16,1,1,15337,47.6,0,0,4-Jul,0,1,9,0,7,15,4,3,385,115.5,0
1009568,209568,8836.363636,3,9.675,352.31,B,幼教与中小学校,国际组织,1 year,1,2,2016/2/1,0,14,11,18.23636364,1,618.1818182,669.6969697,12,0,0,10134.92308,45.96923077,0,0,8-Aug,0,1,6,0,20,17,1,0,978,97.8,0
1036809,236809,13636.36364,5,10.845,334.05,C,普通企业,房地产业,8 years,0,2,2015/11/1,5,717,42,25.57,0,548.1818182,685.2272727,9,0,0,7262.769231,29.53846154,0,0,2-Sep,6,1,7,,9,14,9,0,0,0,0
1048753,248753,9090.909091,3,6.97,308.64,A,政府机构,公共服务、社会组织,< 1 year,1,1,2016/3/1,0,253,21,15.66545455,0,631.8181818,789.7727273,7,0,0,3905,42.43076923,0,0,Feb-00,0,1,3,0,3,10,5,3,3867,386.7,0
1018646,218646,2400,3,11.511,73.91,C,政府机构,公共服务、社会组织,5 years,1,2,2016/9/1,5,136,8,24.57,0,685,742.0833333,11,0,0,19371.92308,52,1,0,5-Aug,6,1,7,0,1,17,11,2,462,138.6,0
1023343,223343,20454.54545,3,6.68,768.28,A,普通企业,金融业,2 years,1,2,2015/2/1,0,549,8,11.02909091,0,823.6363636,960.9090909,8,0,0,46702,21.92307692,0,0,1-Jun,0,1,5,0,6,9,4,3,8156,815.6,0
1003225,203225,2454.545455,3,22.88,101.45,E,政府机构,住宿和餐饮业,10+ years,1,2,2013/8/1,1,99,8,22.64545455,0,544.0909091,680.1136364,7,0,0,3810.153846,56.65384615,1,0,Oct-88,1,1,5,0,5,6,2,0,0,0,0
1043939,243939,12272.72727,3,12.303,510.27,C,普通企业,建筑业,5 years,1,2,2016/3/1,0,97,12,20.48181818,0,670,781.6666667,10,3,3,13022.76923,62.95384615,0,0,Sep-94,0,1,5,0,9,8,3,0,0,0,0
1035230,235230,8000,3,13.882,268.09,C,普通企业,采矿业,6 years,1,0,2017/6/1,0,107,30,2.181818182,1,660,825,6,0,0,4165,25.47692308,1,0,Nov-99,0,1,3,0,8,32,20,3,603,0,0
1039311,239311,4136.363636,3,8.01,111.14,A,普通企业,电力、热力生产供应业,3 years,1,0,2013/11/1,0,317,36,14.37818182,0,725,845.8333333,10,0,0,7828.153846,34.1,1,0,Aug-00,38,1,2,0,10,22,15,3,1019,305.7,0
1020708,220708,11818.18182,3,17.589,351.53,C,政府机构,农、林、牧、渔业,10+ years,1,0,2017/3/1,5,389,8,5.967272727,0,796.3636364,929.0909091,8,0,0,3349.615385,13.6,0,0,5-Nov,6,1,6,0,0,15,6,2,4326,865.2,0
1046002,246002,5454.545455,3,10.989,161.32,B,幼教与中小学校,金融业,,1,2,2015/6/1,7,455,13,17.23636364,0,705,763.75,10,0,0,11981,37.2,0,0,Mar-98,8,1,4,0,6,13,6,3,421,42.1,0
1012622,212622,16322.72727,3,20.064,723.65,D,政府机构,电力、热力生产供应业,10+ years,0,0,2014/10/1,4,290,18,24.72727273,0,622.7272727,726.5151515,11,0,0,26566,69.9,0,0,Nov-92,4,1,7,0,21,10,6,1,795,0,0
1027049,227049,5477.272727,3,9.441,195.8,B,政府机构,金融业,4 years,1,0,2016/9/1,0,184,26,19.60909091,2,631.8181818,737.1212121,18,1,1,1353,13.9,0,0,2-Nov,0,1,7,0,10,18,7,1,130,13,0
1013247,213247,24000,3,12.001,784.71,B,上市企业,文化和体育业,10+ years,1,0,2017/8/1,0,339,26,14.07272727,0,659.0909091,768.9393939,12,0,0,20366.76923,64.1,0,0,Nov-96,0,1,7,0,4,22,14,0,0,0,0
1017709,217709,17500,5,7.39,349.76,A,普通企业,农、林、牧、渔业,5 years,0,0,2016/5/1,0,370,13,13.17272727,0,580.9090909,726.1363636,11,0,0,21814.61538,65,0,0,3-Jul,0,1,6,0,10,9,8,3,7638,2291.4,0
1001629,201629,14181.81818,3,5.32,361.38,A,普通企业,金融业,4 years,1,0,2016/4/1,0,31,2,10.44,0,780,975,20,0,0,10342,48.03076923,0,0,Nov-99,0,1,3,0,21,5,5,0,4208,1262.4,0
1028381,228381,2363.636364,3,14.895,70.86,D,政府机构,农、林、牧、渔业,2 years,1,2,2015/7/1,5,63,14,34.61818182,0,730.9090909,913.6363636,17,0,0,6150,52.8,0,0,8-Jul,6,1,8,0,18,13,4,1,248,74.4,1
1032751,232751,3600,3,16.115,124.18,C,普通企业,建筑业,1 year,1,1,2015/8/1,0,395,44,20.29090909,0,705,822.5,6,0,0,2537,43.03846154,1,0,10-Aug,0,1,3,0,2,5,2,0,0,0,0
1015491,215491,13636.36364,5,14.278,341.15,B,普通企业,电力、热力生产供应业,3 years,0,0,2018/11/1,0,89,3,10.85727273,0,752.7272727,940.9090909,7,0,0,14703.23077,55.5,0,0,14-Jun,0,1,4,0,5,5,2,0,5101,510.1,0
1039951,239951,11700,3,13.779,497.89,C,上市企业,住宿和餐饮业,5 years,1,0,2013/4/1,0,166,8,19.2,0,690,747.5,16,0,0,8504.461538,49.7,1,0,3-Aug,589,1,4,0,12,17,5,2,6788,678.8,1
1027050,227050,24000,3,8.01,698.58,A,政府机构,信息传输、软件和信息技术服务业,,0,1,2014/3/1,4,568,0,8.481818182,0,568.6363636,710.7954545,21,0,0,21498.61538,35.5,1,0,Feb-93,4,1,11,0,7,48,29,3,6428,1285.6,0
1008634,208634,14890.90909,3,10.791,418.45,C,普通企业,公共服务、社会组织,< 1 year,1,0,2016/3/1,9,111,8,10.9,0,758.1818182,884.5454545,7,1,1,13379.69231,74,0,0,Mar-97,10,1,4,0,9,9,4,0,0,0,0
1036160,236160,22484.09091,3,7.99,596.09,A,幼教与中小学校,金融业,10+ years,2,1,2017/3/1,0,152,14,14.61,0,646.3636364,807.9545455,13,0,0,25549.61538,19.81538462,0,0,Feb-98,0,1,4,0,4,13,11,3,7137,0,0
1032323,232323,2272.727273,3,7.362,78.55,B,普通企业,建筑业,6 years,2,0,2015/6/1,0,483,3,31.99909091,0,774.5454545,968.1818182,11,0,0,21004.61538,70.86153846,0,0,Apr-97,0,1,8,0,7,14,11,3,88,8.8,0
1046339,246339,11818.18182,3,11.539,324.98,B,普通企业,金融业,9 years,1,2,2015/2/1,4,152,14,3.158181818,0,600,700,14,1,0,7325.538462,35.72307692,1,0,4-Nov,4,1,9,0,5,17,7,2,431,86.2,0
1025315,225315,10181.81818,5,10.782,249.03,B,世界五百强,住宿和餐饮业,10+ years,0,0,2018/4/1,2,61,31,23.86363636,0,585,633.75,13,0,0,42576.15385,79.69230769,0,0,Mar-88,5,1,6,0,8,24,13,1,2234,0,0
1010404,210404,5454.545455,3,7.101,187.72,A,普通企业,电力、热力生产供应业,10+ years,2,0,2016/4/1,5,4,3,13.08181818,0,765,892.5,14,0,0,6838.846154,17.19230769,1,0,2-Jul,6,1,6,0,4,14,10,0,1048,209.6,0
1035223,235223,16072.72727,5,15.291,337.93,D,政府机构,电力、热力生产供应业,7 years,0,1,2015/5/1,0,577,3,13.56545455,0,670,781.6666667,10,0,0,10958.76923,67.4,0,0,3-Jul,0,1,6,0,6,13,7,0,0,0,0
1009463,209463,13090.90909,3,7.11,375.49,A,普通企业,住宿和餐饮业,6 years,1,0,2012/4/1,0,107,30,21.31363636,0,801.8181818,935.4545455,5,0,0,5601.230769,36.50769231,1,0,3-Jul,76,1,,,,,,2,5282,0,0
1004856,204856,14400,5,19.03,373.79,D,高等教育机构,金融业,10+ years,0,1,2017/8/1,0,230,2,15.32727273,0,685,742.0833333,14,0,0,6179.384615,45.34615385,0,0,Aug-96,0,1,4,0,3,20,7,2,6011,1803.3,0
1046251,246251,36363.63636,3,9.229,1260.67,B,普通企业,公共服务、社会组织,3 years,0,2,2016/5/1,4,49,12,20.09,0,585,731.25,18,0,0,144945,46.24615385,0,0,Oct-89,4,1,9,0,1,26,12,3,1697,169.7,0
1035984,235984,30681.81818,3,10.49,1218.67,B,普通企业,建筑业,< 1 year,2,1,2017/2/1,4,38,21,28.31818182,1,740,801.6666667,26,0,0,18178.46154,12.49230769,0,0,Jan-99,4,1,12,0,7,47,23,3,7458,2237.4,1
1027230,227230,11818.18182,3,18.997,357.88,D,普通企业,电力、热力生产供应业,4 years,0,1,2016/4/1,0,469,27,13.89272727,0,548.1818182,685.2272727,7,1,1,6670.461538,59.6,1,0,Feb-94,0,1,2,0,12,5,3,3,4769,953.8,0
1003356,203356,13090.90909,5,15.389,279.16,C,上市企业,制造业,10+ years,1,1,2015/8/1,0,143,8,23.97272727,1,540,585,12,0,0,12122.30769,53.41538462,1,0,Dec-97,0,1,9,0,4,19,12,3,3459,0,0
1045237,245237,27700,3,12.529,911.99,B,政府机构,房地产业,3 years,0,2,2016/10/1,0,608,0,23.32636364,2,650,758.3333333,11,0,0,16912,37.04615385,0,0,May-98,0,1,4,0,8,15,13,3,4222,0,0
1011438,211438,18600,3,17.091,681.71,D,普通企业,信息传输、软件和信息技术服务业,10+ years,1,1,2016/7/1,0,112,23,28.46454545,0,700,758.3333333,9,0,0,17039.07692,72.8,0,0,Jan-98,0,1,4,0,17,12,8,3,2709,0,0
1019201,219201,9818.181818,3,9.891,392.81,B,普通企业,交通运输、仓储和邮政业,10+ years,2,1,2014/4/1,0,557,7,2.918181818,0,736.3636364,859.0909091,4,1,0,3312.615385,22.3,0,0,Mar-98,0,1,3,0,1,11,6,2,5573,1114.6,0
1008111,208111,25600,5,25.014,717.86,E,政府机构,信息传输、软件和信息技术服务业,6 years,0,2,2017/2/1,2,64,14,15.36,2,685,856.25,13,0,0,14115.23077,35.76923077,0,0,Jun-99,5,1,7,0,13,10,5,3,1961,588.3,0
1019206,219206,12000,3,12.584,395.37,B,政府机构,电力、热力生产供应业,2 years,2,0,2016/10/1,2,61,31,9.294545455,0,736.3636364,797.7272727,11,0,0,1855.384615,15.11538462,0,0,Jul-98,5,1,4,0,6,13,7,3,195,39,0
1014740,214740,3927.272727,3,18.45,130.97,D,普通企业,采矿业,,0,1,2018/5/1,5,845,16,22.30363636,0,736.3636364,797.7272727,6,0,0,7029,98.88461538,0,0,5-Jul,6,1,5,0,4,7,4,3,1269,126.9,0
1014230,214230,25725,5,25.773,731.57,F,普通企业,住宿和餐饮业,6 years,0,0,2014/4/1,0,90,21,16.85454545,1,618.1818182,721.2121212,10,0,0,27274.15385,98.5,0,0,Jul-92,0,1,5,0,13,6,4,1,9566,0,0
1028434,228434,3818.181818,3,6.24,106.86,A,世界五百强,公共服务、社会组织,10+ years,1,0,2015/8/1,0,562,43,14.30181818,0,770,898.3333333,4,0,0,3604,56.19230769,1,0,Sep-00,0,1,1,0,10,4,2,1,1011,0,0
1011700,211700,10909.09091,3,10.384,320.05,B,政府机构,电力、热力生产供应业,1 year,0,0,2017/9/1,5,277,8,20.6,0,654.5454545,709.0909091,20,0,0,22018.15385,31.84615385,0,0,Jun-99,6,1,11,0,7,34,17,3,4969,1490.7,0
1031612,231612,4581.818182,3,11.49,138.48,B,世界五百强,金融业,10+ years,2,0,2016/12/1,0,461,18,12.37,0,576.8181818,721.0227273,11,0,0,12394.15385,55.5,0,0,Aug-94,0,1,6,0,4,14,11,3,1417,141.7,0
1034015,234015,22568.18182,5,11.421,560.92,C,高等教育机构,住宿和餐饮业,,0,0,2015/8/1,0,264,30,14.44,0,760,950,15,0,0,36604.61538,31.47692308,0,0,Jun-89,0,1,8,0,5,29,16,1,11517,0,0
1041019,241019,24000,3,6.228,740.18,A,上市企业,房地产业,10+ years,0,1,2015/3/1,4,630,0,21.88636364,0,752.7272727,815.4545455,11,0,0,16526,59.42307692,0,0,Apr-81,4,1,7,0,8,17,12,3,7794,2338.2,0
1016478,216478,17454.54545,3,14.839,542.89,C,普通企业,金融业,< 1 year,0,1,2016/9/1,0,412,13,7.236363636,3,720,780,10,0,0,16260,46.24615385,1,0,5-Feb,0,1,8,0,2,12,5,0,0,0,0
1025127,225127,12000,5,13.49,303.67,C,政府机构,建筑业,2 years,1,2,2016/6/1,4,289,16,15.66,1,540,675,13,0,0,14645.53846,76.3,0,0,May-94,4,1,7,0,29,14,7,0,0,0,0
1012647,212647,8181.818182,3,11.061,333.53,C,普通企业,建筑业,10+ years,1,1,2015/3/1,0,57,9,23.63727273,0,548.1818182,639.5454545,15,0,0,11989.84615,49,1,0,6-Jan,0,1,10,0,9,20,12,3,3990,399,0
1038251,238251,14000,5,7.362,285.08,B,普通企业,电力、热力生产供应业,8 years,0,1,2015/4/1,4,535,17,18.87,0,593.1818182,642.6136364,11,0,0,41796,89.19230769,0,0,Nov-93,4,1,7,0,5,11,8,4,4911,1473.3,0
1033560,233560,2454.545455,3,15.389,102.52,C,政府机构,交通运输、仓储和邮政业,9 years,2,1,2015/10/1,0,167,8,24.10909091,0,680,736.6666667,8,0,0,16907.69231,84.96923077,0,0,1-Dec,0,1,7,0,2,14,6,0,0,0,0
1020626,220626,15200,3,10.377,501.46,B,幼教与中小学校,金融业,10+ years,0,1,2015/5/1,4,149,22,12.32727273,0,695,752.9166667,3,0,0,7550.769231,83.13846154,0,0,2-Sep,4,1,2,0,1,2,1,0,4208,0,0
1025608,225608,5772.727273,3,10.75,207.14,B,普通企业,电力、热力生产供应业,10+ years,0,1,2016/4/1,0,294,16,16.83,0,690,747.5,8,0,0,4520,49.15384615,0,0,4-Dec,0,1,6,0,4,6,3,0,0,0,1
1015574,215574,30550,5,21.591,743.51,F,政府机构,信息传输、软件和信息技术服务业,10+ years,0,2,2015/2/1,0,495,14,10.71272727,0,774.5454545,968.1818182,8,0,0,27061.15385,100.2692308,0,0,3-Feb,0,1,3,0,17,10,8,3,10481,3144.3,0
1030327,230327,10625,3,18.997,380.24,C,普通企业,文化和体育业,10+ years,2,1,2013/6/1,4,273,8,12.68,1,552.2727273,644.3181818,18,0,0,10535.07692,40.15384615,1,0,Feb-93,195,1,13,1,0,27,16,3,1461,0,0
1042516,242516,20618.18182,3,12.001,617.96,B,普通企业,文化和体育业,3 years,0,2,2017/8/1,0,2,2,10.29090909,0,752.7272727,940.9090909,10,1,1,10855.38462,70.5,0,0,4-Aug,0,1,4,0,12,9,3,0,0,0,1
1024062,224062,4909.090909,3,8.24,188.69,B,普通企业,建筑业,4 years,1,0,2017/3/1,0,242,8,10.26545455,0,790.9090909,988.6363636,5,0,0,6793.846154,38.12307692,0,0,12-Aug,0,1,5,0,2,5,4,0,2965,889.5,0
1029914,229914,1963.636364,3,10.791,79.71,B,政府机构,电力、热力生产供应业,1 year,1,2,2017/7/1,5,405,2,28.38545455,0,710,828.3333333,9,0,0,2739,42.10769231,0,0,10-Feb,6,1,2,0,18,2,2,0,838,251.4,0
1002698,202698,37963.63636,5,15.389,809.56,C,世界五百强,建筑业,10+ years,0,1,2017/2/1,0,4,3,10.20909091,0,593.1818182,741.4772727,15,1,1,12315,25.56923077,0,0,Sep-95,0,1,6,0,1,15,5,4,14001,0,0
1014361,214361,7636.363636,3,13.849,234.48,C,普通企业,文化和体育业,6 years,1,1,2015/12/1,0,411,11,13.55454545,0,556.3636364,649.0909091,7,0,0,6881.538462,90.4,1,0,3-Sep,0,1,3,0,2,4,4,0,0,0,1
1033322,233322,10909.09091,3,7.11,312.91,A,普通企业,文化和体育业,7 years,0,1,2013/12/1,5,230,2,12.30909091,0,668.1818182,723.8636364,9,0,0,7418.769231,27.1,0,0,Jul-88,6,1,4,0,2,14,9,3,1082,324.6,0
1006868,206868,16363.63636,5,16.29,489.45,C,普通企业,电力、热力生产供应业,7 years,0,2,2013/5/1,0,31,2,14.05636364,0,730.9090909,791.8181818,16,0,0,16624,75.6,0,0,Feb-89,812,1,5,0,7,23,11,5,7359,0,0
1041062,241062,22727.27273,3,9.75,803.75,B,政府机构,交通运输、仓储和邮政业,3 years,0,2,2016/5/1,4,310,24,25.93636364,0,665,720.4166667,15,0,0,26429.84615,92.3,0,0,2-Dec,4,1,7,0,19,15,8,2,8006,0,0
1030046,230046,7181.818182,3,5.616,241.2,A,普通企业,信息传输、软件和信息技术服务业,6 years,1,2,2015/5/1,4,619,11,8.26,0,600,700,8,1,1,8143,47.90769231,0,0,Sep-95,4,1,2,0,3,22,12,0,729,72.9,0
1038121,238121,10000,3,21.692,370.22,D,政府机构,电力、热力生产供应业,5 years,1,0,2013/2/1,10,106,12,20.25,0,700,875,7,0,0,2604,56.10769231,0,0,3-Jun,38,1,2,0,24,6,5,1,1410,141,0
1039787,239787,4254.545455,3,11.421,120.77,C,政府机构,农、林、牧、渔业,3 years,1,1,2015/9/1,8,167,8,13.81818182,0,736.3636364,859.0909091,7,0,0,4951.384615,47.9,0,0,6-Apr,9,1,5,0,5,7,4,1,1003,300.9,0
1024455,224455,3681.818182,3,13.33,152.34,C,普通企业,文化和体育业,10+ years,1,0,2015/4/1,0,114,13,24.52,0,622.7272727,778.4090909,9,0,0,4610,60.46153846,1,0,5-Feb,0,1,3,0,16,7,1,3,75,22.5,0
1037283,237283,16363.63636,3,7.12,463.98,A,政府机构,信息传输、软件和信息技术服务业,< 1 year,2,0,2014/6/1,0,444,3,13.92727273,0,705,822.5,29,0,0,23863,31,0,0,Mar-81,0,1,11,0,17,31,16,0,2845,0,0
1002662,202662,34909.09091,5,13.67,739.13,C,幼教与中小学校,公共服务、社会组织,5 years,0,2,2016/3/1,4,560,44,11.85545455,0,695,810.8333333,8,0,0,35800.15385,112.1538462,0,0,Aug-97,4,1,5,0,5,8,6,0,0,0,1
1044402,244402,14000,3,17.589,492.13,C,普通企业,金融业,,0,2,2016/11/1,0,240,21,28.62,0,695,810.8333333,28,0,0,36718.84615,63.41538462,0,0,6-Apr,0,1,26,0,2,28,24,0,0,0,1
1043716,243716,7200,3,16.59,255.24,D,幼教与中小学校,住宿和餐饮业,10+ years,1,1,2016/1/1,0,51,13,21.13090909,0,540,675,8,0,0,411675,87.41538462,1,0,Nov-92,0,1,6,0,1,13,8,2,706,0,0
1006711,206711,12272.72727,3,12.978,515.74,D,普通企业,农、林、牧、渔业,3 years,1,2,2009/1/1,5,141,13,5.754545455,1,680,850,15,0,0,6585,18.73846154,1,0,3-Nov,19718,1,,,,,,2,4459,0,0
1035698,235698,4000,3,11.14,131.23,B,普通企业,金融业,2 years,0,0,2013/5/1,4,25,13,27.20727273,0,715,774.5833333,6,0,0,9428.076923,37.56923077,1,0,2-Dec,4,1,4,0,2,7,3,3,1548,0,0
1032851,232851,9454.545455,3,16.77,284.31,D,普通企业,建筑业,5 years,0,2,2011/10/1,0,31,2,3.01,0,556.3636364,649.0909091,5,0,0,7530,101.8769231,1,0,7-Jul,2851,1,,,,,,0,0,0,1
1011984,211984,13090.90909,3,10.296,474.45,B,普通企业,信息传输、软件和信息技术服务业,1 year,1,2,2014/11/1,0,51,13,8.93,0,544.0909091,680.1136364,14,0,0,18737,73.01538462,1,0,3-Jan,0,1,9,0,1,24,11,3,2469,493.8,0
1029045,229045,11700,3,9.891,468.1,B,政府机构,住宿和餐饮业,8 years,0,2,2013/10/1,0,33,22,17.17363636,0,705,822.5,8,1,1,3811.230769,81.69230769,1,0,May-96,0,1,5,0,5,11,2,3,4604,0,0
1022674,222674,10636.36364,3,14.135,437.09,B,上市企业,金融业,5 years,2,2,2013/12/1,0,147,26,29.72,0,663.6363636,774.2424242,14,0,0,1421,14.5,1,0,Mar-98,0,1,1,0,20,31,7,1,1384,138.4,0
1034142,234142,19090.90909,3,14.421,590.58,B,世界五百强,信息传输、软件和信息技术服务业,3 years,0,2,2013/6/1,0,244,14,28.86545455,0,548.1818182,685.2272727,18,1,1,21622.15385,70.73076923,1,0,Jan-00,0,1,8,0,14,20,4,0,0,0,1
1030230,230230,9090.909091,3,7.362,314.2,B,上市企业,住宿和餐饮业,10+ years,1,0,2015/5/1,0,300,9,13.57272727,2,790.9090909,856.8181818,10,0,0,8503.846154,38.4,0,0,Sep-93,0,1,5,0,7,14,7,2,4574,1372.2,0
1009102,209102,47272.72727,5,7.056,808,A,普通企业,建筑业,3 years,0,2,2018/8/1,6,245,26,10.60909091,0,625.9090909,730.2272727,12,0,0,885.2307692,2.861538462,0,1,5-Sep,7,1,2,0,27,9,5,5,16027,4808.1,0
1023667,223667,18000,3,17.171,629.37,C,普通企业,电力、热力生产供应业,10+ years,0,1,2013/10/1,4,38,21,25.72363636,0,568.6363636,616.0227273,17,0,0,24855,68.8,1,0,Sep-99,39,1,7,0,21,29,18,3,1691,338.2,0
1022402,222402,7272.727273,3,7.986,247.97,A,幼教与中小学校,采矿业,,0,2,2015/6/1,0,705,19,23.67272727,0,668.1818182,779.5454545,9,0,0,4963.846154,25.15384615,0,0,4-Mar,0,1,7,0,2,11,11,3,2906,871.8,0
1001511,201511,11818.18182,3,10.341,329.72,B,普通企业,交通运输、仓储和邮政业,10+ years,0,1,2016/9/1,4,167,8,21.62,1,564.5454545,705.6818182,11,0,0,9619.384615,52.6,1,0,4-Oct,4,1,4,0,2,8,3,1,3792,0,0
1046235,246235,24000,5,15.59,530.22,D,上市企业,电力、热力生产供应业,10+ years,0,1,2014/11/1,0,471,42,22.92,0,725.4545455,785.9090909,12,0,0,8653,78,0,0,Aug-91,0,1,4,0,16,14,7,0,0,0,1
1030149,230149,8181.818182,3,13.99,341.73,C,世界五百强,电力、热力生产供应业,10+ years,2,2,2015/6/1,0,327,14,1.618181818,0,823.6363636,960.9090909,11,0,0,1941.692308,5,0,0,3-Feb,0,1,1,0,17,21,12,3,4237,0,0
1035772,235772,25454.54545,3,6.89,863.16,A,世界五百强,金融业,7 years,1,2,2015/10/1,0,261,8,22.2,0,681.8181818,852.2727273,8,0,0,32441.23077,64.26923077,0,0,Dec-96,0,1,4,0,6,11,7,2,1695,0,0
1043468,243468,18909.09091,3,14.003,537.03,B,上市企业,电力、热力生产供应业,4 years,0,1,2018/9/1,0,320,13,16.29818182,0,665,775.8333333,8,0,0,11490.76923,96.92307692,0,0,7-Aug,0,1,3,0,4,7,4,3,2046,0,0
1001920,201920,5000,3,9.369,162.31,B,普通企业,信息传输、软件和信息技术服务业,6 years,1,1,2018/3/1,5,51,13,26.05090909,0,695,752.9166667,11,0,0,8254.615385,45.12307692,0,0,3-Apr,6,1,5,0,5,18,6,1,633,126.6,0
1032303,232303,17727.27273,3,20.339,545.99,D,普通企业,公共服务、社会组织,4 years,0,1,2013/6/1,5,492,36,13.55,2,572.7272727,620.4545455,11,0,0,41304.92308,95.41538462,1,0,Jan-82,27409,1,2,0,6,18,13,1,3407,340.7,0
1035569,235569,10909.09091,3,7.101,375.43,A,普通企业,电力、热力生产供应业,10+ years,0,2,2016/3/1,0,291,23,5.272727273,0,752.7272727,815.4545455,7,0,0,10311.69231,30.46153846,0,0,Dec-82,0,1,7,0,0,8,8,3,3030,606,0
1045536,245536,10725,3,18.24,329.18,D,幼教与中小学校,住宿和餐饮业,1 year,1,1,2014/9/1,0,273,8,22.68818182,0,660,825,11,1,1,4959.230769,66.98461538,0,0,4-Sep,0,1,8,0,4,18,9,3,945,189,0
1049332,249332,14181.81818,3,18,445.97,D,世界五百强,金融业,2 years,0,1,2018/1/1,0,282,7,24.31636364,1,685,799.1666667,12,0,0,7584,51.47692308,1,0,Sep-93,0,1,4,0,13,13,4,3,4362,0,0
1011107,211107,14829.54545,3,15.61,633.74,D,普通企业,采矿业,5 years,1,0,2015/3/1,0,268,8,30.89454545,0,548.1818182,685.2272727,9,0,0,6146.769231,51.69230769,1,0,7-May,0,1,6,,9,8,4,3,7479,747.9,0
1026280,226280,9090.909091,3,21.45,379.07,D,普通企业,金融业,2 years,0,2,2017/11/1,0,569,14,26.45454545,0,685,856.25,11,0,0,36775.84615,94.96153846,1,0,May-87,0,1,3,0,4,7,4,3,3079,0,0
1043963,243963,5727.272727,3,18.997,250.52,D,世界五百强,建筑业,3 years,0,2,2016/6/1,5,560,44,11.75,0,540,585,6,0,0,1424,46.98461538,1,0,10-Nov,6,1,2,0,5,4,1,0,0,0,1
1016320,216320,26590.90909,3,16.02,791.26,C,普通企业,建筑业,5 years,2,2,2017/11/1,0,339,26,28.11,0,640.9090909,801.1363636,8,0,0,17672.30769,76.61538462,0,0,Oct-78,0,1,6,,4,7,4,1,3128,625.6,0
1008024,208024,5890.909091,3,16.78,255.92,C,上市企业,金融业,3 years,2,0,2013/9/1,4,164,20,23.29363636,0,725.4545455,906.8181818,13,0,0,12324.23077,78.83076923,0,0,6-Mar,22424,1,5,0,27,8,3,0,1061,0,0
1020450,220450,10000,5,8.541,209.97,B,上市企业,公共服务、社会组织,,1,1,2014/11/1,0,412,13,14.49818182,0,727.2727273,909.0909091,16,0,0,49911,7.8,1,0,Aug-74,0,1,5,0,4,29,17,0,0,0,1
1016720,216720,11454.54545,5,28.38,417.52,G,政府机构,房地产业,6 years,0,2,2014/11/1,6,109,21,7.928181818,3,556.3636364,649.0909091,11,1,1,3013,46.96153846,1,0,3-Aug,7,1,4,0,22,6,4,0,1848,184.8,0
1040143,240143,20000,3,6.606,620.66,A,上市企业,住宿和餐饮业,5 years,1,1,2018/4/1,5,484,21,11.36363636,0,640.9090909,747.7272727,5,0,0,1375.384615,7.107692308,1,0,5-Dec,6,1,3,0,28,3,2,3,1004,100.4,0
1017814,217814,21272.72727,3,12.69,603.81,C,幼教与中小学校,电力、热力生产供应业,8 years,1,1,2015/4/1,0,145,8,32.96727273,0,593.1818182,741.4772727,8,0,0,1508.076923,20.67692308,1,0,11-Jul,0,1,4,0,8,4,3,0,0,0,1
1042307,242307,2400,3,17.091,80.64,D,普通企业,电力、热力生产供应业,1 year,1,1,2016/3/1,2,25,13,20.47636364,0,540,585,8,0,0,5378.076923,86.03076923,0,0,2-Aug,2,1,2,0,9,3,1,0,0,0,1
1007808,207808,12000,3,13.189,398.52,C,政府机构,房地产业,10+ years,0,0,2016/3/1,0,234,42,10.82181818,0,552.2727273,644.3181818,13,0,0,20358.15385,86.7,0,0,Nov-89,0,1,10,0,1,24,16,0,1851,0,0
1018743,218743,19200,3,14.3,659.02,C,普通企业,建筑业,< 1 year,1,1,2013/10/1,0,109,21,8.239090909,0,604.5454545,654.9242424,8,0,0,16178.07692,76.24615385,1,0,4-Oct,38,1,6,0,7,12,5,0,188,0,0
1044286,244286,2727.272727,3,15.813,107.82,D,幼教与中小学校,电力、热力生产供应业,10+ years,0,1,2015/10/1,5,10,8,35.34545455,2,609.0909091,761.3636364,10,0,0,12852,47.90769231,0,0,Nov-90,6,1,5,0,12,14,7,0,0,0,1
1046514,246514,16545.45455,5,13.519,313.48,C,政府机构,住宿和餐饮业,10+ years,0,0,2015/5/1,0,314,0,32.08363636,0,680,793.3333333,18,0,0,7417,50.65384615,0,0,Dec-91,0,1,5,0,15,25,17,4,2047,614.1,0
1018865,218865,6450,3,13.014,221.89,C,上市企业,金融业,1 year,0,1,2016/3/1,0,281,2,26.89090909,0,695,752.9166667,16,2,2,11484.30769,21,0,0,Mar-96,0,1,4,0,1,30,15,3,1233,369.9,0
1002736,202736,17727.27273,3,8.091,476.93,B,政府机构,金融业,< 1 year,1,0,2016/8/1,0,177,26,3.15,0,640.9090909,747.7272727,5,0,0,4666,55.24615385,0,0,Jan-96,0,1,4,0,6,5,3,3,2709,270.9,0
