订单编号,总金额,买家实际支付金额,收货地址 ,订单创建时间,订单付款时间 ,退款金额
3168,38.0,0.0,上海,2020-02-18 08:36:02,2020-02-18 08:36:07,38.0
3169,76.0,76.0,上海,2020-02-18 08:32:57,2020-02-18 08:32:59,0.0
3170,190.0,190.0,海南省,2020-02-18 08:30:50,2020-02-18 08:30:57,0.0
3171,74.65,74.65,四川省,2020-02-18 08:23:16,2020-02-18 08:23:20,0.0
3172,83.4,83.4,陕西省,2020-02-18 08:23:04,2020-02-18 08:23:38,0.0
3173,67.82,0.0,河北省,2020-02-18 08:21:38,,0.0
3174,67.72,0.0,河南省,2020-02-18 08:19:15,,0.0
3175,37.0,37.0,云南省,2020-02-18 08:19:07,2020-02-18 08:19:18,0.0
3176,59.0,59.0,北京,2020-02-18 08:18:38,2020-02-18 08:25:08,0.0
3177,38.0,38.0,上海,2020-02-18 08:18:22,2020-02-18 08:18:26,0.0
3178,20.68,0.0,河南省,2020-02-18 08:18:00,,0.0
3179,38.0,38.0,山西省,2020-02-18 08:17:11,2020-02-18 08:17:16,0.0
3180,37.0,0.0,湖南省,2020-02-18 08:16:12,,0.0
3181,21.0,21.0,贵州省,2020-02-18 08:16:07,2020-02-18 08:16:11,0.0
3182,37.0,37.0,上海,2020-02-18 08:15:27,2020-02-18 15:23:38,0.0
3183,52.04,52.04,上海,2020-02-18 08:14:23,2020-02-18 08:14:37,0.0
3184,20.68,20.68,上海,2020-02-18 08:13:38,2020-02-18 08:13:42,0.0
3185,85.0,85.0,安徽省,2020-02-18 08:11:44,2020-02-18 08:13:17,0.0
3186,36.36,32.36,上海,2020-02-18 08:11:32,2020-02-18 08:11:47,4.0
3187,21.0,21.0,四川省,2020-02-18 08:10:01,2020-02-18 08:25:22,0.0
3188,36.36,36.36,辽宁省,2020-02-18 08:09:02,2020-02-18 08:09:08,0.0
3189,84.84,0.0,云南省,2020-02-18 08:06:44,2020-02-18 08:26:59,84.84
3190,36.36,36.36,广东省,2020-02-18 08:06:36,2020-02-18 08:06:51,0.0
3191,52.04,0.0,云南省,2020-02-18 08:05:57,2020-02-18 08:27:14,52.04
3192,67.72,0.0,山东省,2020-02-18 08:05:45,,0.0
3193,144.23,144.23,上海,2020-02-18 08:05:30,2020-02-18 08:05:32,0.0
3194,84.8,0.0,广东省,2020-02-18 08:03:57,,0.0
3195,53.0,53.0,江苏省,2020-02-18 08:02:07,2020-02-18 08:02:13,0.0
3196,37.0,37.0,北京,2020-02-18 08:01:14,2020-02-18 08:05:00,0.0
3197,389.6,389.6,上海,2020-02-18 08:00:25,2020-02-18 08:00:28,0.0
3198,83.4,83.4,重庆,2020-02-18 07:59:29,2020-02-18 08:00:58,0.0
3199,36.36,0.0,江苏省,2020-02-18 07:57:32,2020-02-18 07:57:38,36.36
3200,105.72,105.72,吉林省,2020-02-18 07:53:57,2020-02-18 07:54:07,0.0
3201,235.2,235.2,江苏省,2020-02-18 07:53:32,2020-02-18 07:53:38,0.0
3202,68.9,68.9,浙江省,2020-02-18 07:52:53,2020-02-18 07:52:59,0.0
3203,146.8,146.8,黑龙江省,2020-02-18 07:50:48,2020-02-18 07:50:53,0.0
3204,53.0,53.0,广东省,2020-02-18 07:49:40,2020-02-18 07:50:00,0.0
3205,203.95,203.95,北京,2020-02-18 07:49:37,2020-02-18 07:49:47,0.0
3206,100.9,100.9,上海,2020-02-18 07:49:26,2020-02-18 07:49:31,0.0
3207,52.04,52.04,重庆,2020-02-18 07:45:49,2020-02-18 07:45:56,0.0
3208,105.72,105.72,河北省,2020-02-18 07:45:28,2020-02-18 07:45:44,0.0
3209,69.0,0.0,山东省,2020-02-18 07:45:22,2020-02-18 07:45:30,69.0
3210,52.04,0.0,江苏省,2020-02-18 07:44:02,2020-02-18 07:44:10,52.04
3211,67.72,67.72,北京,2020-02-18 07:43:45,2020-02-18 07:43:57,0.0
3212,36.36,36.36,河北省,2020-02-18 07:43:12,2020-02-18 07:43:19,0.0
3213,109.76,109.76,江苏省,2020-02-18 07:41:15,2020-02-18 07:41:25,0.0
3214,52.04,52.04,北京,2020-02-18 07:40:51,2020-02-18 07:40:58,0.0
3215,20.68,0.0,湖南省,2020-02-18 07:40:02,2020-02-18 07:40:17,20.68
3216,38.0,38.0,安徽省,2020-02-18 07:37:06,2020-02-18 07:37:14,0.0
3217,53.0,53.0,吉林省,2020-02-18 07:36:37,2020-02-18 07:36:47,0.0
3218,47.04,47.04,上海,2020-02-18 07:34:58,2020-02-18 07:35:08,0.0
3219,36.36,36.36,河北省,2020-02-18 07:29:20,2020-02-18 07:29:37,0.0
3220,38.0,38.0,上海,2020-02-18 07:28:54,2020-02-18 07:28:56,0.0
3221,85.0,85.0,云南省,2020-02-18 07:25:39,2020-02-18 07:25:58,0.0
3222,333.52,333.52,江苏省,2020-02-18 07:22:10,2020-02-18 07:22:17,0.0
3223,36.36,36.36,浙江省,2020-02-18 07:21:08,2020-02-18 07:21:37,0.0
3224,20.68,20.68,黑龙江省,2020-02-18 07:20:43,2020-02-18 07:20:49,0.0
3225,69.0,69.0,山东省,2020-02-18 07:19:27,2020-02-18 07:19:45,0.0
3226,36.85,36.85,四川省,2020-02-18 07:19:15,2020-02-18 07:19:20,0.0
3227,21.0,21.0,辽宁省,2020-02-18 07:18:24,2020-02-18 07:18:33,0.0
3228,20.68,20.68,河北省,2020-02-18 07:14:15,2020-02-18 07:14:27,0.0
3229,101.0,101.0,安徽省,2020-02-18 07:12:00,2020-02-18 07:12:04,0.0
3230,36.36,36.36,辽宁省,2020-02-18 07:08:22,2020-02-18 07:08:33,0.0
3231,37.0,37.0,江西省,2020-02-18 07:07:22,2020-02-18 07:07:32,0.0
3232,125.44,125.44,上海,2020-02-18 07:06:09,2020-02-18 07:06:13,0.0
3233,20.68,20.68,浙江省,2020-02-18 07:01:12,2020-02-18 07:01:28,0.0
3234,113.0,113.0,江苏省,2020-02-18 06:51:31,2020-02-18 06:51:48,0.0
3235,37.0,0.0,河南省,2020-02-18 06:50:26,,0.0
3236,52.04,52.04,湖南省,2020-02-18 06:50:24,2020-02-18 07:42:28,0.0
3237,59.0,0.0,江苏省,2020-02-18 06:46:31,,0.0
3238,68.7,68.7,浙江省,2020-02-18 06:45:21,2020-02-18 06:45:27,0.0
3239,125.44,125.44,海南省,2020-02-18 06:42:51,2020-02-18 06:42:58,0.0
3240,160.0,160.0,广西壮族自治区,2020-02-18 06:40:39,2020-02-18 06:40:49,0.0
3241,67.72,67.72,上海,2020-02-18 06:40:27,2020-02-18 06:40:33,0.0
3242,69.0,69.0,江苏省,2020-02-18 06:38:17,2020-02-18 06:38:27,0.0
3243,21.0,21.0,湖南省,2020-02-18 06:38:06,2020-02-18 06:38:22,0.0
3244,101.0,0.0,天津,2020-02-18 06:38:02,2020-02-18 06:38:31,101.0
3245,100.85,100.85,四川省,2020-02-18 06:33:38,2020-02-18 06:33:46,0.0
3246,36.71,36.71,河南省,2020-02-18 06:32:00,2020-02-18 06:32:10,0.0
3247,85.0,85.0,辽宁省,2020-02-18 06:30:19,2020-02-18 06:30:35,0.0
3248,36.36,36.36,江苏省,2020-02-18 06:30:11,2020-02-18 06:30:14,0.0
3249,37.0,37.0,江苏省,2020-02-18 06:23:36,2020-02-18 06:23:41,0.0
3250,36.36,36.36,北京,2020-02-18 06:19:50,2020-02-18 06:19:58,0.0
3251,84.8,84.8,北京,2020-02-18 06:16:08,2020-02-18 06:16:15,0.0
3252,83.4,83.4,重庆,2020-02-18 06:02:18,2020-02-18 06:02:22,0.0
3253,84.96,84.96,广东省,2020-02-18 06:01:52,2020-02-18 06:05:18,0.0
3254,160.0,160.0,云南省,2020-02-18 06:01:39,2020-02-18 06:01:44,0.0
3255,203.84,203.84,江苏省,2020-02-18 06:00:11,2020-02-18 06:00:16,0.0
3256,20.68,20.68,河南省,2020-02-18 05:40:58,2020-02-18 05:41:05,0.0
3257,160.0,0.0,湖南省,2020-02-18 05:34:07,2020-02-18 05:34:15,160.0
3258,52.04,0.0,安徽省,2020-02-18 05:27:15,2020-02-18 05:27:18,52.04
3259,972.0,0.0,浙江省,2020-02-18 05:24:37,2020-02-18 05:24:44,972.0
3260,84.14,0.0,云南省,2020-02-18 05:18:59,,0.0
3261,156.8,156.8,北京,2020-02-18 05:18:28,2020-02-18 05:18:34,0.0
3262,85.0,85.0,天津,2020-02-18 05:15:30,2020-02-18 05:15:44,0.0
3263,125.44,125.44,北京,2020-02-18 05:11:39,2020-02-18 05:11:44,0.0
3264,74.36,74.36,北京,2020-02-18 05:04:09,2020-02-18 05:04:14,0.0
3265,104.76,104.76,上海,2020-02-18 04:52:11,2020-02-18 04:52:14,0.0
3266,36.36,36.36,四川省,2020-02-18 04:48:11,2020-02-18 04:48:16,0.0
3267,83.4,83.4,上海,2020-02-18 04:35:39,2020-02-18 04:35:47,0.0
3268,85.0,85.0,北京,2020-02-18 04:33:42,2020-02-18 04:33:51,0.0
3269,52.04,52.04,江苏省,2020-02-18 04:29:15,2020-02-18 04:29:21,0.0
3270,52.82,52.82,山东省,2020-02-18 04:10:26,2020-02-18 04:10:36,0.0
3271,190.0,190.0,河南省,2020-02-18 04:04:54,2020-02-18 04:05:09,0.0
3272,20.68,20.68,四川省,2020-02-18 04:03:50,2020-02-18 04:03:59,0.0
3273,36.36,36.36,江苏省,2020-02-18 04:01:35,2020-02-18 04:01:38,0.0
3274,159.4,159.4,四川省,2020-02-18 03:58:47,2020-02-18 03:58:57,0.0
3275,112.36,112.36,河北省,2020-02-18 03:57:45,2020-02-18 03:57:49,0.0
3276,69.0,69.0,北京,2020-02-18 03:42:20,2020-02-18 03:42:33,0.0
3277,83.4,83.4,上海,2020-02-18 03:39:21,2020-02-18 03:39:27,0.0
3278,74.36,74.36,广东省,2020-02-18 03:38:09,2020-02-18 03:38:26,0.0
3279,36.36,36.36,上海,2020-02-18 03:35:58,2020-02-18 03:36:01,0.0
3280,198.9,198.9,重庆,2020-02-18 03:35:39,2020-02-18 03:35:43,0.0
3281,99.88,0.0,广东省,2020-02-18 03:32:32,2020-02-18 03:32:39,99.88
3282,53.0,53.0,贵州省,2020-02-18 03:29:51,2020-02-18 03:29:56,0.0
3283,273.4,0.0,广东省,2020-02-18 03:21:04,2020-02-18 03:21:08,273.4
3284,67.72,67.72,上海,2020-02-18 03:20:48,2020-02-18 03:20:53,0.0
3285,101.0,101.0,黑龙江省,2020-02-18 03:16:30,2020-02-18 03:16:45,0.0
3286,36.36,0.0,湖南省,2020-02-18 03:12:32,,0.0
3287,380.0,380.0,上海,2020-02-18 03:09:17,2020-02-18 03:09:23,0.0
3288,99.76,99.76,上海,2020-02-18 03:08:14,2020-02-18 03:08:18,0.0
3289,69.0,0.0,江苏省,2020-02-18 02:59:53,2020-02-18 03:01:53,69.0
3290,36.36,0.0,江苏省,2020-02-18 02:57:26,,0.0
3291,99.08,99.08,重庆,2020-02-18 02:54:02,2020-02-18 02:54:11,0.0
3292,83.4,0.0,山东省,2020-02-18 02:44:03,,0.0
3293,36.36,0.0,上海,2020-02-18 02:37:45,,0.0
3294,139.0,139.0,北京,2020-02-18 02:36:59,2020-02-18 02:37:05,0.0
3295,52.85,52.85,上海,2020-02-18 02:34:02,2020-02-18 02:34:11,0.0
3296,20.68,0.0,广东省,2020-02-18 02:33:55,2020-02-18 02:34:02,20.68
3297,160.0,160.0,上海,2020-02-18 02:33:29,2020-02-18 02:33:36,0.0
3298,37.0,37.0,广西壮族自治区,2020-02-18 02:30:05,2020-02-18 02:30:08,0.0
3299,53.0,53.0,广东省,2020-02-18 02:29:42,2020-02-18 02:29:51,0.0
3300,36.65,0.0,广西壮族自治区,2020-02-18 02:27:43,,0.0
3301,21.0,0.0,山东省,2020-02-18 02:25:50,,0.0
3302,102.0,102.0,河南省,2020-02-18 02:25:07,2020-02-18 15:03:01,0.0
3303,112.0,112.0,广东省,2020-02-18 02:24:19,2020-02-18 02:24:22,0.0
3304,83.4,83.4,浙江省,2020-02-18 02:23:00,2020-02-18 02:23:06,0.0
3305,52.04,0.0,河南省,2020-02-18 02:22:22,,0.0
3306,109.76,109.76,山东省,2020-02-18 02:19:51,2020-02-18 02:19:54,0.0
3307,159.4,0.0,上海,2020-02-18 02:18:32,2020-02-18 02:18:40,159.4
3308,109.76,109.76,四川省,2020-02-18 02:18:08,2020-02-18 02:18:16,0.0
3309,36.9,36.9,江苏省,2020-02-18 02:14:19,2020-02-18 02:14:24,0.0
3310,37.0,0.0,山东省,2020-02-18 02:14:16,,0.0
3311,20.68,20.68,四川省,2020-02-18 02:14:16,2020-02-18 02:14:32,0.0
3312,36.9,36.9,天津,2020-02-18 02:06:49,2020-02-18 02:06:56,0.0
3313,128.04,128.04,广东省,2020-02-18 02:05:26,2020-02-18 02:08:25,0.0
3314,20.68,20.68,湖南省,2020-02-18 02:01:19,2020-02-18 02:01:38,0.0
3315,36.36,36.36,贵州省,2020-02-18 02:00:33,2020-02-18 02:00:39,0.0
3316,37.0,37.0,北京,2020-02-18 01:59:21,2020-02-18 01:59:25,0.0
3317,100.8,100.8,河北省,2020-02-18 01:53:21,2020-02-18 01:53:31,0.0
3318,36.36,36.36,上海,2020-02-18 01:51:13,2020-02-18 01:51:19,0.0
3319,21.0,0.0,江苏省,2020-02-18 01:43:42,,0.0
3320,85.0,0.0,浙江省,2020-02-18 01:43:39,,0.0
3321,36.9,0.0,辽宁省,2020-02-18 01:42:52,2020-02-18 01:42:57,36.9
3322,36.95,36.95,广东省,2020-02-18 01:40:31,2020-02-18 01:40:35,0.0
3323,53.0,53.0,广东省,2020-02-18 01:39:40,2020-02-18 01:39:43,0.0
3324,160.0,160.0,北京,2020-02-18 01:38:29,2020-02-18 01:38:33,0.0
3325,114.0,114.0,黑龙江省,2020-02-18 01:38:27,2020-02-18 01:38:34,0.0
3326,52.97,52.97,四川省,2020-02-18 01:35:11,2020-02-18 01:35:15,0.0
3327,36.36,36.36,河南省,2020-02-18 01:34:45,2020-02-18 01:34:58,0.0
3328,52.04,52.04,福建省,2020-02-18 01:34:43,2020-02-18 01:34:59,0.0
3329,156.8,156.8,广东省,2020-02-18 01:33:49,2020-02-18 01:34:06,0.0
3330,83.4,83.4,广东省,2020-02-18 01:33:37,2020-02-18 01:33:44,0.0
3331,160.0,0.0,浙江省,2020-02-18 01:30:15,2020-02-18 01:30:26,160.0
3332,112.0,0.0,广东省,2020-02-18 01:29:58,2020-02-18 01:30:07,112.0
3333,160.0,0.0,广东省,2020-02-18 01:29:10,,0.0
3334,47.04,47.04,上海,2020-02-18 01:29:01,2020-02-18 01:29:07,0.0
3335,53.0,0.0,河南省,2020-02-18 01:28:34,,0.0
3336,85.0,85.0,广西壮族自治区,2020-02-18 01:26:49,2020-02-18 01:27:15,0.0
3337,36.36,0.0,广东省,2020-02-18 01:26:36,2020-02-18 01:26:42,36.36
3338,67.72,67.72,天津,2020-02-18 01:25:07,2020-02-18 01:25:20,0.0
3339,20.68,20.68,上海,2020-02-18 01:19:24,2020-02-18 01:19:29,0.0
3340,38.0,0.0,广东省,2020-02-18 01:18:53,2020-02-18 01:18:58,38.0
3341,83.4,0.0,广东省,2020-02-18 01:18:41,2020-02-18 01:18:53,83.4
3342,38.0,0.0,湖南省,2020-02-18 01:17:14,,0.0
3343,127.08,0.0,江苏省,2020-02-18 01:11:10,2020-02-18 01:11:20,127.08
3344,37.0,37.0,福建省,2020-02-18 01:09:15,2020-02-18 01:09:28,0.0
3345,53.0,53.0,江苏省,2020-02-18 01:04:04,2020-02-18 01:04:10,0.0
3346,101.0,0.0,山东省,2020-02-18 01:02:26,2020-02-18 01:02:36,101.0
3347,68.9,68.9,甘肃省,2020-02-18 01:01:52,2020-02-18 01:01:58,0.0
3348,36.9,36.9,天津,2020-02-18 01:01:44,2020-02-18 01:01:52,0.0
3349,52.8,52.8,北京,2020-02-18 01:01:32,2020-02-18 01:01:38,0.0
3350,53.0,53.0,广东省,2020-02-18 00:58:35,2020-02-18 01:12:35,0.0
3351,52.04,52.04,北京,2020-02-18 00:58:03,2020-02-18 00:58:11,0.0
3352,58.9,0.0,浙江省,2020-02-18 00:54:12,,0.0
3353,112.36,112.36,甘肃省,2020-02-18 00:52:01,2020-02-18 00:52:06,0.0
3354,53.0,0.0,江苏省,2020-02-18 00:50:55,,0.0
3355,128.0,128.0,湖南省,2020-02-18 00:49:01,2020-02-18 00:49:35,0.0
3356,20.9,0.0,江苏省,2020-02-18 00:48:42,2020-02-18 00:48:50,20.9
3357,112.36,112.36,北京,2020-02-18 00:48:05,2020-02-18 00:49:29,0.0
3358,76.0,76.0,贵州省,2020-02-18 00:46:43,2020-02-18 00:46:47,0.0
3359,69.0,69.0,浙江省,2020-02-18 00:42:42,2020-02-18 00:42:52,0.0
3360,37.0,37.0,江苏省,2020-02-18 00:40:18,2020-02-18 00:45:04,0.0
3361,76.0,0.0,江西省,2020-02-18 00:39:19,,0.0
3362,36.36,36.36,上海,2020-02-18 00:37:03,2020-02-18 00:37:13,0.0
3363,253.0,253.0,上海,2020-02-18 00:36:09,2020-02-18 00:36:15,0.0
3364,112.7,0.0,广东省,2020-02-18 00:35:55,2020-02-18 00:36:02,112.7
3365,83.4,83.4,江西省,2020-02-18 00:33:20,2020-02-18 00:33:23,0.0
3366,83.4,83.4,福建省,2020-02-18 00:31:29,2020-02-18 00:33:03,0.0
3367,38.0,38.0,北京,2020-02-18 00:29:41,2020-02-18 00:47:48,0.0
3368,36.9,36.9,江苏省,2020-02-18 00:29:13,2020-02-18 00:29:22,0.0
3369,38.0,38.0,广东省,2020-02-18 00:28:29,2020-02-18 00:28:44,0.0
3370,21.0,21.0,北京,2020-02-18 00:27:02,2020-02-18 00:27:08,0.0
3371,99.08,0.0,上海,2020-02-18 00:27:00,2020-02-18 15:22:12,99.08
3372,90.04,90.04,福建省,2020-02-18 00:25:30,2020-02-18 00:25:37,0.0
3373,53.0,53.0,四川省,2020-02-18 00:23:51,2020-02-18 00:24:49,0.0
3374,379.9,379.9,湖南省,2020-02-18 00:23:45,2020-02-18 00:24:09,0.0
3375,36.95,36.95,广东省,2020-02-18 00:21:22,2020-02-18 00:21:27,0.0
3376,38.0,38.0,上海,2020-02-18 00:20:56,2020-02-18 00:21:00,0.0
3377,84.95,84.95,陕西省,2020-02-18 00:17:59,2020-02-18 00:18:04,0.0
3378,99.08,99.08,河北省,2020-02-18 00:16:52,2020-02-18 00:17:05,0.0
3379,99.08,99.08,上海,2020-02-18 00:15:57,2020-02-18 00:16:06,0.0
3380,160.0,160.0,四川省,2020-02-18 00:14:41,2020-02-18 00:14:50,0.0
3381,52.04,52.04,北京,2020-02-18 00:14:30,2020-02-18 00:14:35,0.0
3382,160.0,160.0,四川省,2020-02-18 00:10:01,2020-02-18 00:10:10,0.0
3383,235.2,235.2,云南省,2020-02-18 00:08:01,2020-02-18 00:08:11,0.0
3384,38.0,38.0,辽宁省,2020-02-18 00:04:07,2020-02-18 15:09:40,0.0
3385,76.0,76.0,河南省,2020-02-18 00:03:58,2020-02-18 00:04:02,0.0
3386,36.36,36.36,上海,2020-02-18 00:02:10,2020-02-18 00:02:15,0.0
3387,58.68,58.68,上海,2020-02-17 23:59:53,2020-02-18 00:00:02,0.0
3388,53.0,53.0,山东省,2020-02-17 23:57:14,2020-02-17 23:57:18,0.0
3389,21.0,21.0,辽宁省,2020-02-17 23:57:04,2020-02-18 00:02:37,0.0
3390,74.36,74.36,广东省,2020-02-17 23:53:09,2020-02-17 23:53:12,0.0
3391,20.9,20.9,四川省,2020-02-17 23:52:45,2020-02-17 23:53:04,0.0
3392,190.0,190.0,上海,2020-02-17 23:49:44,2020-02-17 23:49:50,0.0
3393,52.04,52.04,福建省,2020-02-17 23:49:39,2020-02-17 23:49:44,0.0
3394,83.4,83.4,辽宁省,2020-02-17 23:48:51,2020-02-17 23:48:55,0.0
3395,69.0,69.0,北京,2020-02-17 23:47:55,2020-02-17 23:47:59,0.0
3396,160.0,160.0,天津,2020-02-17 23:46:09,2020-02-17 23:46:12,0.0
3397,83.4,83.4,江苏省,2020-02-17 23:44:58,2020-02-17 23:45:03,0.0
3398,163.72,0.0,西藏自治区,2020-02-17 23:43:55,2020-02-17 23:44:06,163.72
3399,146.8,146.8,广东省,2020-02-17 23:42:47,2020-02-17 23:43:05,0.0
3400,21.0,0.0,上海,2020-02-17 23:42:07,,0.0
3401,20.68,0.0,山东省,2020-02-17 23:41:02,,0.0
3402,99.08,99.08,广东省,2020-02-17 23:40:41,2020-02-17 23:41:04,0.0
3403,85.0,0.0,安徽省,2020-02-17 23:39:33,2020-02-17 23:39:36,85.0
3404,36.36,36.36,山东省,2020-02-17 23:37:10,2020-02-18 11:18:49,0.0
3405,37.0,37.0,四川省,2020-02-17 23:37:09,2020-02-17 23:37:13,0.0
3406,20.9,0.0,上海,2020-02-17 23:36:21,,0.0
3407,52.04,52.04,四川省,2020-02-17 23:36:02,2020-02-17 23:36:09,0.0
3408,101.0,101.0,广东省,2020-02-17 23:35:07,2020-02-17 23:35:14,0.0
3409,97.0,0.0,广西壮族自治区,2020-02-17 23:35:06,2020-02-17 23:35:09,97.0
3410,74.9,74.9,云南省,2020-02-17 23:32:36,2020-02-17 23:34:50,0.0
3411,84.65,0.0,江苏省,2020-02-17 23:30:30,2020-02-17 23:30:34,84.65
3412,53.0,53.0,广东省,2020-02-17 23:26:27,2020-02-17 23:26:31,0.0
3413,37.0,0.0,四川省,2020-02-17 23:26:14,,0.0
3414,109.76,109.76,重庆,2020-02-17 23:24:40,2020-02-17 23:24:45,0.0
3415,20.68,20.68,四川省,2020-02-17 23:22:11,2020-02-17 23:22:18,0.0
3416,83.4,0.0,重庆,2020-02-17 23:20:01,2020-02-17 23:20:06,83.4
3417,75.0,0.0,四川省,2020-02-17 23:15:06,2020-02-17 23:15:20,75.0
3418,159.9,159.9,宁夏回族自治区,2020-02-17 23:14:45,2020-02-17 23:14:52,0.0
3419,175.08,175.08,河南省,2020-02-17 23:13:52,2020-02-17 23:13:58,0.0
3420,52.04,52.04,河北省,2020-02-17 23:13:37,2020-02-17 23:13:44,0.0
3421,36.36,36.36,四川省,2020-02-17 23:09:30,2020-02-17 23:09:36,0.0
3422,85.0,85.0,江苏省,2020-02-17 23:08:46,2020-02-17 23:08:53,0.0
3423,52.65,0.0,江苏省,2020-02-17 23:08:32,,0.0
3424,52.04,52.04,四川省,2020-02-17 23:05:11,2020-02-17 23:05:17,0.0
3425,52.04,0.0,四川省,2020-02-17 23:03:27,2020-02-17 23:03:34,52.04
3426,67.72,0.0,四川省,2020-02-17 23:02:54,,0.0
3427,84.9,84.9,上海,2020-02-17 23:00:16,2020-02-17 23:00:29,0.0
3428,156.0,156.0,上海,2020-02-17 23:00:04,2020-02-17 23:05:00,0.0
3429,53.0,53.0,河北省,2020-02-17 22:59:57,2020-02-17 23:00:04,0.0
3430,38.0,38.0,河北省,2020-02-17 22:59:35,2020-02-17 22:59:39,0.0
3431,84.9,0.0,上海,2020-02-17 22:58:34,,0.0
3432,52.04,52.04,天津,2020-02-17 22:58:31,2020-02-17 23:03:54,0.0
3433,85.0,85.0,河北省,2020-02-17 22:57:01,2020-02-17 22:57:10,0.0
3434,53.95,53.95,广东省,2020-02-17 22:54:20,2020-02-17 22:54:39,0.0
3435,156.8,0.0,上海,2020-02-17 22:53:59,2020-02-17 22:54:06,156.8
3436,143.72,143.72,上海,2020-02-17 22:52:49,2020-02-17 22:52:56,0.0
3437,100.16,100.16,北京,2020-02-17 22:52:25,2020-02-17 22:52:28,0.0
3438,47.85,47.85,江西省,2020-02-17 22:50:33,2020-02-17 22:50:39,0.0
3439,36.9,36.9,广西壮族自治区,2020-02-17 22:50:25,2020-02-17 22:50:31,0.0
3440,85.0,85.0,山东省,2020-02-17 22:48:57,2020-02-17 22:49:07,0.0
3441,96.68,96.68,北京,2020-02-17 22:46:59,2020-02-17 22:47:06,0.0
3442,83.4,83.4,福建省,2020-02-17 22:44:03,2020-02-17 22:44:08,0.0
3443,58.68,58.68,山东省,2020-02-17 22:42:52,2020-02-17 22:43:03,0.0
3444,76.0,76.0,上海,2020-02-17 22:40:21,2020-02-17 22:40:29,0.0
3445,37.0,37.0,天津,2020-02-17 22:39:08,2020-02-17 22:39:15,0.0
3446,76.0,76.0,上海,2020-02-17 22:38:54,2020-02-17 22:39:06,0.0
3447,112.36,112.36,北京,2020-02-17 22:37:25,2020-02-17 22:37:32,0.0
3448,52.04,52.04,广东省,2020-02-17 22:37:03,2020-02-17 22:37:10,0.0
3449,111.6,111.6,江苏省,2020-02-17 22:35:52,2020-02-17 22:35:57,0.0
3450,48.0,48.0,上海,2020-02-17 22:35:31,2020-02-17 22:35:37,0.0
3451,36.36,36.36,天津,2020-02-17 22:35:18,2020-02-17 22:35:23,0.0
3452,38.0,38.0,河北省,2020-02-17 22:35:04,2020-02-17 22:35:13,0.0
3453,76.0,76.0,广东省,2020-02-17 22:34:53,2020-02-17 22:35:01,0.0
3454,84.9,84.9,重庆,2020-02-17 22:32:41,2020-02-17 22:32:48,0.0
3455,38.0,38.0,陕西省,2020-02-17 22:30:55,2020-02-17 22:31:06,0.0
3456,20.85,0.0,广东省,2020-02-17 22:30:41,2020-02-17 22:31:22,20.85
3457,52.04,52.04,陕西省,2020-02-17 22:28:03,2020-02-17 22:28:13,0.0
3458,38.0,0.0,陕西省,2020-02-17 22:27:31,,0.0
3459,36.8,36.8,四川省,2020-02-17 22:25:25,2020-02-18 01:02:50,0.0
3460,255.9,255.9,浙江省,2020-02-17 22:24:30,2020-02-17 22:24:37,0.0
3461,99.08,99.08,河北省,2020-02-17 22:23:54,2020-02-17 22:24:03,0.0
3462,20.8,0.0,四川省,2020-02-17 22:23:38,,0.0
3463,37.0,0.0,重庆,2020-02-17 22:23:06,2020-02-17 22:23:15,37.0
3464,85.0,85.0,北京,2020-02-17 22:20:58,2020-02-17 22:21:01,0.0
3465,36.36,0.0,北京,2020-02-17 22:20:58,,0.0
3466,192.4,192.4,云南省,2020-02-17 22:20:34,2020-02-18 19:19:31,0.0
3467,37.0,0.0,重庆,2020-02-17 22:20:09,,0.0
3468,113.0,113.0,北京,2020-02-17 22:19:32,2020-02-17 22:19:38,0.0
3469,36.36,36.36,河南省,2020-02-17 22:17:09,2020-02-17 22:17:34,0.0
3470,101.0,101.0,辽宁省,2020-02-17 22:16:53,2020-02-18 11:27:56,0.0
3471,36.36,0.0,河南省,2020-02-17 22:16:04,,0.0
3472,101.0,0.0,辽宁省,2020-02-17 22:14:53,,0.0
3473,109.76,109.76,北京,2020-02-17 22:10:44,2020-02-17 22:11:00,0.0
3474,304.0,304.0,浙江省,2020-02-17 22:09:50,2020-02-17 22:09:56,0.0
3475,38.0,0.0,山东省,2020-02-17 22:07:09,,0.0
3476,84.9,84.9,福建省,2020-02-17 22:06:24,2020-02-17 22:06:27,0.0
3477,52.04,0.0,广东省,2020-02-17 22:06:23,2020-02-17 22:06:28,52.04
3478,99.08,99.08,上海,2020-02-17 22:06:06,2020-02-17 22:50:57,0.0
3479,53.0,0.0,江西省,2020-02-17 22:05:50,2020-02-17 22:05:55,53.0
3480,38.0,38.0,山西省,2020-02-17 22:04:52,2020-02-17 22:04:57,0.0
3481,127.64,0.0,上海,2020-02-17 22:03:25,2020-02-17 22:03:30,127.64
3482,36.87,36.87,广东省,2020-02-17 22:03:14,2020-02-17 22:03:25,0.0
3483,143.72,143.72,河北省,2020-02-17 22:03:13,2020-02-17 22:03:19,0.0
3484,76.0,76.0,山西省,2020-02-17 22:03:04,2020-02-17 22:03:10,0.0
3485,74.36,0.0,上海,2020-02-17 22:02:23,2020-02-17 22:02:33,74.36
3486,156.8,156.8,北京,2020-02-17 22:02:03,2020-02-17 22:02:07,0.0
